Cause,Code (Data6),Sex,Year,DALY,Mental_health_legislation,Mental_health_policy,GDP_per_Capita,Mental_health_professional,WHO_Support per 100k,Health expenditure per capita.Value
Attention-deficit_hyperactivity disorder,ECU,Female,2014,840.7801922,No,Yes,6374.631486,No data,0,435.5133057
Attention-deficit_hyperactivity disorder,EGY,Female,2014,5785.031759,Yes,No,3196.861381,No data,0,158.2058106
Attention-deficit_hyperactivity disorder,SLV,Female,2014,235.4408184,No,Yes,3638.517658,No data,0,312.8674622
Attention-deficit_hyperactivity disorder,GNQ,Female,2014,65.0400615,No data,No data,16804.92493,No data,0,294.7608948
Attention-deficit_hyperactivity disorder,ERI,Female,2014,320.6904368,No,Yes,0,No data,0,31.54170799
Attention-deficit_hyperactivity disorder,EST,Female,2014,35.14004431,Yes,No,20261.06673,No data,0,1287.76123
Attention-deficit_hyperactivity disorder,SWZ,Female,2014,64.11328434,Yes,No,3928.522755,No data,0,285.0514221
Attention-deficit_hyperactivity disorder,ETH,Female,2014,5566.909792,No,Yes,557.5341484,No data,0,21.90294838
Attention-deficit_hyperactivity disorder,FJI,Female,2014,27.57405409,Yes,Yes,5305.064432,No data,0,178.7059937
Attention-deficit_hyperactivity disorder,FIN,Female,2014,124.0365103,Yes,Yes,50327.24029,No data,0,4923
Attention-deficit_hyperactivity disorder,FRA,Female,2014,1609.912145,No,Yes,43068.54872,No data,0,4980.814941
Attention-deficit_hyperactivity disorder,GAB,Female,2014,91.99339335,No data,No data,9255.368035,No data,0,234.4215241
Attention-deficit_hyperactivity disorder,GMB,Female,2014,119.5993673,No,Yes,561.6496346,No data,0,17.14346313
Attention-deficit_hyperactivity disorder,GEO,Female,2014,110.3146335,Yes,Yes,4739.276913,No data,0,369
Attention-deficit_hyperactivity disorder,DEU,Female,2014,718.7360261,No,No,48023.86998,No data,0,5309.154785
Attention-deficit_hyperactivity disorder,GHA,Female,2014,1661.04193,Yes,Yes,1942.921869,No data,0,78.03632355
Attention-deficit_hyperactivity disorder,GRC,Female,2014,235.6842657,Yes,Yes,21616.71001,No data,0,1700.494385
Attention-deficit_hyperactivity disorder,GRL,Female,2014,2.031527446,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,GRD,Female,2014,7.647502592,Yes,Yes,7726.378262,No data,0,368.8138428
Attention-deficit_hyperactivity disorder,GUM,Female,2014,4.836143401,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,GTM,Female,2014,641.1754061,No,Yes,3779.626205,No data,0,216.795044
Attention-deficit_hyperactivity disorder,GIN,Female,2014,667.5055658,No,Yes,774.5690396,No data,0,37.0862999
Attention-deficit_hyperactivity disorder,GNB,Female,2014,104.5688342,No data,No data,605.1225465,No data,0,64.91837311
Attention-deficit_hyperactivity disorder,GUY,Female,2014,58.74437692,Yes,Yes,5495.377084,No data,0,216.9332428
Attention-deficit_hyperactivity disorder,HTI,Female,2014,924.9952158,No,No,1454.649175,No data,0,64.86157227
Attention-deficit_hyperactivity disorder,HND,Female,2014,359.5504212,No,Yes,2164.42455,Psychiatrists,0.7,171.3048096
Attention-deficit_hyperactivity disorder,HND,Female,2014,359.5504212,No,Yes,2164.42455,Social workers,0.2,171.3048096
Attention-deficit_hyperactivity disorder,HND,Female,2014,359.5504212,No,Yes,2164.42455,Psychologists,0.6,171.3048096
Attention-deficit_hyperactivity disorder,HUN,Female,2014,264.4551787,No,No,14294.25842,No data,0,1006
Attention-deficit_hyperactivity disorder,ISL,Female,2014,7.413447429,No,No,54576.74481,No data,0,4488
Attention-deficit_hyperactivity disorder,IND,Female,2014,18484.06442,Yes,Yes,1559.863779,No data,0,57
Attention-deficit_hyperactivity disorder,IDN,Female,2014,5786.506968,Yes,Yes,3476.624854,No data,0,103.0588379
Attention-deficit_hyperactivity disorder,IRN,Female,2014,5705.659429,Yes,Yes,5757.543333,No data,0,375.284668
Attention-deficit_hyperactivity disorder,IRQ,Female,2014,836.2125712,Yes,Yes,6215.986033,No data,0,178.0239563
Attention-deficit_hyperactivity disorder,IRL,Female,2014,139.4518104,No data,No data,55752.76498,No data,0,5316.269531
Attention-deficit_hyperactivity disorder,ISR,Female,2014,288.253823,Yes,Yes,38259.6811,No data,0,2816
Attention-deficit_hyperactivity disorder,ITA,Female,2014,1014.188907,Yes,Yes,35565.72138,No data,0,3154
Attention-deficit_hyperactivity disorder,JAM,Female,2014,211.771659,Yes,Yes,4991.561532,No data,0,257.846344
Attention-deficit_hyperactivity disorder,JPN,Female,2014,1548.898818,Yes,Yes,38475.39525,No data,0,4122
Attention-deficit_hyperactivity disorder,JOR,Female,2014,398.9228363,No,Yes,4255.894302,No data,0,306.806427
Attention-deficit_hyperactivity disorder,KAZ,Female,2014,576.8201566,No data,No data,12807.26305,No data,0,374
Attention-deficit_hyperactivity disorder,KEN,Female,2014,2654.300439,Yes,No,1489.919721,No data,0,73.19489288
Attention-deficit_hyperactivity disorder,KIR,Female,2014,3.806856711,Yes,No data,1546.881768,No data,0,156
Attention-deficit_hyperactivity disorder,PRK,Female,2014,1090.101442,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,KOR,Female,2014,718.5748303,Yes,Yes,29252.93124,No data,0,1880.442017
Attention-deficit_hyperactivity disorder,KWT,Female,2014,144.0261964,No,No,43239.83518,No data,0,1260.875244
Attention-deficit_hyperactivity disorder,KGZ,Female,2014,219.4895326,Yes,Yes,1279.770784,No data,0,95
Attention-deficit_hyperactivity disorder,LAO,Female,2014,167.2811779,No,Yes,1984.50867,No data,0,45.61304092
Attention-deficit_hyperactivity disorder,LVA,Female,2014,53.45883268,No,Yes,15742.39134,No data,0,857
Attention-deficit_hyperactivity disorder,LBN,Female,2014,623.3184084,Yes,No,7665.379692,No data,0,576.6546021
Attention-deficit_hyperactivity disorder,LSO,Female,2014,107.3589055,Yes,No,1165.05065,No data,0,120.4721375
Attention-deficit_hyperactivity disorder,LBR,Female,2014,259.1076974,No,Yes,713.7348824,No data,0,59.98974228
Attention-deficit_hyperactivity disorder,LBY,Female,2014,280.2967154,Yes,No,9408.752546,No data,0,0
Attention-deficit_hyperactivity disorder,LTU,Female,2014,81.05244684,Yes,Yes,16551.0182,No data,0,1021
Attention-deficit_hyperactivity disorder,LUX,Female,2014,13.33441138,Yes,Yes,123678.7021,No data,0,6547
Attention-deficit_hyperactivity disorder,MDG,Female,2014,1357.277732,Yes,Yes,517.1361831,No data,0,23.07670021
Attention-deficit_hyperactivity disorder,TKM,Female,2014,164.4893802,Yes,Yes,7685.509859,No data,0,422.5318909
Attention-deficit_hyperactivity disorder,VIR,Female,2014,6.774022208,No data,No data,0,No data,0,0
Attention-deficit_hyperactivity disorder,PSE,Female,2014,204.8358947,No data,No data,3352.112595,No data,0,0
Attention-deficit_hyperactivity disorder,YEM,Female,2014,730.3957076,No,Yes,1557.601406,No data,0,75.41601563
Attention-deficit_hyperactivity disorder,ZMB,Female,2014,920.9731969,Yes,Yes,1724.57622,No data,0,66.04714203
Attention-deficit_hyperactivity disorder,ZWE,Female,2014,812.4417174,Yes,Yes,1407.034291,No data,0,114.4442978
Bipolar disorder,BGR,Female,2014,5292.512983,No,Yes,7912.274844,No data,0,605
Bipolar disorder,BFA,Female,2014,10693.28958,No,Yes,767.3713441,No data,0,38.37065506
Bipolar disorder,BDI,Female,2014,5386.859485,No,Yes,257.8185574,No data,0,18.59082222
Bipolar disorder,CPV,Female,2014,391.2198282,No data,No data,3739.278279,No data,0,181.4419556
Bipolar disorder,KHM,Female,2014,7988.964719,No,Yes,1098.074538,No data,0,73.5883255
Bipolar disorder,CMR,Female,2014,14047.35096,No data,No data,1631.713985,No data,0,61.80369186
Bipolar disorder,CHL,Female,2014,15403.27105,No,Yes,14675.15087,No data,0,1150.061646
Bipolar disorder,CHN,Female,2014,494339.6021,Yes,Yes,7636.07434,No data,0,363.0093994
Bipolar disorder,COL,Female,2014,41307.8729,Yes,Yes,8167.472842,No data,0,586.8764038
Bipolar disorder,COM,Female,2014,439.8407101,No data,No data,1608.687875,No data,0,84.27106476
Bipolar disorder,COD,Female,2014,40626.36504,Yes,No data,472.2662357,No data,0,18.79024887
Bipolar disorder,COG,Female,2014,2667.164034,No,No data,3623.80746,No data,0,71.47676086
Bipolar disorder,CRI,Female,2014,4390.173743,No,Yes,10737.67888,No data,0,822.9100342
Bipolar disorder,CIV,Female,2014,12691.87779,No,Yes,2124.01943,No data,0,79.31149292
Bipolar disorder,HRV,Female,2014,3603.156698,Yes,Yes,14001.16034,No data,0,909
Bipolar disorder,CUB,Female,2014,12028.45616,No,No,7117.535735,No data,0,864.1555786
Bipolar disorder,CYP,Female,2014,1362.384863,Yes,Yes,27162.32227,No data,0,1874
Bipolar disorder,CZE,Female,2014,8619.895656,No,Yes,19890.91991,No data,0,1516.056274
Bipolar disorder,DNK,Female,2014,6406.748116,Yes,Yes,62548.98473,No data,0,6467
Bipolar disorder,DJI,Female,2014,622.2995479,No,No,2239.114538,No data,0,66.44046021
Bipolar disorder,DMA,Female,2014,64.89681757,Yes,No,7502.12091,No data,0,394.6729431
Bipolar disorder,DOM,Female,2014,9757.091665,Yes,Yes,6533.670911,No data,0,313.4575195
Bipolar disorder,ECU,Female,2014,15108.52327,No,Yes,6374.631486,No data,0,435.5133057
Bipolar disorder,EGY,Female,2014,68164.59699,Yes,No,3196.861381,No data,0,158.2058106
Bipolar disorder,SLV,Female,2014,5482.937439,No,Yes,3638.517658,No data,0,312.8674622
Bipolar disorder,GNQ,Female,2014,634.2151771,No data,No data,16804.92493,No data,0,294.7608948
Bipolar disorder,ERI,Female,2014,3228.426478,No,Yes,0,No data,0,31.54170799
Bipolar disorder,EST,Female,2014,1076.793377,Yes,No,20261.06673,No data,0,1287.76123
Bipolar disorder,SWZ,Female,2014,662.6222745,Yes,No,3928.522755,No data,0,285.0514221
Bipolar disorder,ETH,Female,2014,51997.55243,No,Yes,557.5341484,No data,0,21.90294838
Bipolar disorder,FJI,Female,2014,391.8878952,Yes,Yes,5305.064432,No data,0,178.7059937
Bipolar disorder,FIN,Female,2014,6087.874336,Yes,Yes,50327.24029,No data,0,4923
Bipolar disorder,FRA,Female,2014,69233.13043,No,Yes,43068.54872,No data,0,4980.814941
Bipolar disorder,GAB,Female,2014,1050.178349,No data,No data,9255.368035,No data,0,234.4215241
Bipolar disorder,GMB,Female,2014,1158.200436,No,Yes,561.6496346,No data,0,17.14346313
Bipolar disorder,GEO,Female,2014,3152.823903,Yes,Yes,4739.276913,No data,0,369
Bipolar disorder,DEU,Female,2014,78389.64766,No,No,48023.86998,No data,0,5309.154785
Bipolar disorder,GHA,Female,2014,17973.10877,Yes,Yes,1942.921869,No data,0,78.03632355
Bipolar disorder,GRC,Female,2014,11700.48721,Yes,Yes,21616.71001,No data,0,1700.494385
Bipolar disorder,GRL,Female,2014,33.44045738,No data,No data,0,No data,0,0
Bipolar disorder,GRD,Female,2014,104.2942882,Yes,Yes,7726.378262,No data,0,368.8138428
Bipolar disorder,GUM,Female,2014,79.58868578,No data,No data,0,No data,0,0
Bipolar disorder,GTM,Female,2014,12682.92724,No,Yes,3779.626205,No data,0,216.795044
Bipolar disorder,GIN,Female,2014,6236.294951,No,Yes,774.5690396,No data,0,37.0862999
Bipolar disorder,GNB,Female,2014,981.5783651,No data,No data,605.1225465,No data,0,64.91837311
Bipolar disorder,GUY,Female,2014,687.557034,Yes,Yes,5495.377084,No data,0,216.9332428
Bipolar disorder,HTI,Female,2014,9388.569747,No,No,1454.649175,No data,0,64.86157227
Bipolar disorder,HND,Female,2014,6983.170578,No,Yes,2164.42455,Psychiatrists,0.7,171.3048096
Bipolar disorder,HND,Female,2014,6983.170578,No,Yes,2164.42455,Social workers,0.2,171.3048096
Bipolar disorder,HND,Female,2014,6983.170578,No,Yes,2164.42455,Psychologists,0.6,171.3048096
Bipolar disorder,HUN,Female,2014,8045.266099,No,No,14294.25842,No data,0,1006
Bipolar disorder,ISL,Female,2014,347.1080084,No,No,54576.74481,No data,0,4488
Bipolar disorder,IND,Female,2014,708694.4861,Yes,Yes,1559.863779,No data,0,57
Bipolar disorder,IDN,Female,2014,138615.1139,Yes,Yes,3476.624854,No data,0,103.0588379
Bipolar disorder,IRN,Female,2014,71027.72638,Yes,Yes,5757.543333,No data,0,375.284668
Bipolar disorder,IRQ,Female,2014,23984.04071,Yes,Yes,6215.986033,No data,0,178.0239563
Bipolar disorder,IRL,Female,2014,4163.724043,No data,No data,55752.76498,No data,0,5316.269531
Bipolar disorder,ISR,Female,2014,7831.949084,Yes,Yes,38259.6811,No data,0,2816
Bipolar disorder,ITA,Female,2014,71890.64277,Yes,Yes,35565.72138,No data,0,3154
Bipolar disorder,JAM,Female,2014,2909.096404,Yes,Yes,4991.561532,No data,0,257.846344
Bipolar disorder,JPN,Female,2014,98305.7769,Yes,Yes,38475.39525,No data,0,4122
Bipolar disorder,JOR,Female,2014,6897.32844,No,Yes,4255.894302,No data,0,306.806427
Bipolar disorder,KAZ,Female,2014,12862.54424,No data,No data,12807.26305,No data,0,374
Bipolar disorder,KEN,Female,2014,26655.75046,Yes,No,1489.919721,No data,0,73.19489288
Bipolar disorder,KIR,Female,2014,45.66687908,Yes,No data,1546.881768,No data,0,156
Bipolar disorder,PRK,Female,2014,9302.473119,No data,No data,0,No data,0,0
Bipolar disorder,KOR,Female,2014,33375.46531,Yes,Yes,29252.93124,No data,0,1880.442017
Bipolar disorder,KWT,Female,2014,3273.252984,No,No,43239.83518,No data,0,1260.875244
Bipolar disorder,KGZ,Female,2014,4225.169908,Yes,Yes,1279.770784,No data,0,95
Bipolar disorder,LAO,Female,2014,3346.234914,No,Yes,1984.50867,No data,0,45.61304092
Bipolar disorder,LVA,Female,2014,1663.77441,No,Yes,15742.39134,No data,0,857
Bipolar disorder,LBN,Female,2014,8266.842581,Yes,No,7665.379692,No data,0,576.6546021
Bipolar disorder,LSO,Female,2014,1181.38657,Yes,No,1165.05065,No data,0,120.4721375
Bipolar disorder,LBR,Female,2014,2445.696969,No,Yes,713.7348824,No data,0,59.98974228
Bipolar disorder,LBY,Female,2014,5436.354938,Yes,No,9408.752546,No data,0,0
Bipolar disorder,LTU,Female,2014,2487.57077,Yes,Yes,16551.0182,No data,0,1021
Bipolar disorder,LUX,Female,2014,585.7937332,Yes,Yes,123678.7021,No data,0,6547
Bipolar disorder,MDG,Female,2014,13555.9792,Yes,Yes,517.1361831,No data,0,23.07670021
Bipolar disorder,TKM,Female,2014,3317.314362,Yes,Yes,7685.509859,No data,0,422.5318909
Bipolar disorder,VIR,Female,2014,111.1515364,No data,No data,0,No data,0,0
Bipolar disorder,PSE,Female,2014,3457.356251,No data,No data,3352.112595,No data,0,0
Bipolar disorder,YEM,Female,2014,17841.47826,No,Yes,1557.601406,No data,0,75.41601563
Bipolar disorder,ZMB,Female,2014,8409.509332,Yes,Yes,1724.57622,No data,0,66.04714203
Bipolar disorder,ZWE,Female,2014,8085.955274,Yes,Yes,1407.034291,No data,0,114.4442978
Depressive disorders,BGR,Female,2014,24333.63699,No,Yes,7912.274844,No data,0,605
Depressive disorders,BFA,Female,2014,50544.54918,No,Yes,767.3713441,No data,0,38.37065506
Depressive disorders,BDI,Female,2014,26484.3329,No,Yes,257.8185574,No data,0,18.59082222
Depressive disorders,CPV,Female,2014,1871.017251,No data,No data,3739.278279,No data,0,181.4419556
Depressive disorders,KHM,Female,2014,38134.80745,No,Yes,1098.074538,No data,0,73.5883255
Depressive disorders,CMR,Female,2014,69685.78256,No data,No data,1631.713985,No data,0,61.80369186
Depressive disorders,CHL,Female,2014,76458.30564,No,Yes,14675.15087,No data,0,1150.061646
Depressive disorders,CHN,Female,2014,5185016.211,Yes,Yes,7636.07434,No data,0,363.0093994
Depressive disorders,COL,Female,2014,102770.9056,Yes,Yes,8167.472842,No data,0,586.8764038
Depressive disorders,COM,Female,2014,1906.464355,No data,No data,1608.687875,No data,0,84.27106476
Depressive disorders,COD,Female,2014,219246.6979,Yes,No data,472.2662357,No data,0,18.79024887
Depressive disorders,COG,Female,2014,15952.60649,No,No data,3623.80746,No data,0,71.47676086
Depressive disorders,CRI,Female,2014,13763.48132,No,Yes,10737.67888,No data,0,822.9100342
Depressive disorders,CIV,Female,2014,54231.22575,No,Yes,2124.01943,No data,0,79.31149292
Depressive disorders,HRV,Female,2014,15143.19734,Yes,Yes,14001.16034,No data,0,909
Depressive disorders,CUB,Female,2014,47003.00487,No,No,7117.535735,No data,0,864.1555786
Depressive disorders,CYP,Female,2014,4416.517312,Yes,Yes,27162.32227,No data,0,1874
Depressive disorders,CZE,Female,2014,34058.18185,No,Yes,19890.91991,No data,0,1516.056274
Depressive disorders,DNK,Female,2014,19330.41817,Yes,Yes,62548.98473,No data,0,6467
Depressive disorders,DJI,Female,2014,2806.899811,No,No,2239.114538,No data,0,66.44046021
Depressive disorders,DMA,Female,2014,184.7434268,Yes,No,7502.12091,No data,0,394.6729431
Depressive disorders,DOM,Female,2014,31250.01546,Yes,Yes,6533.670911,No data,0,313.4575195
Depressive disorders,ECU,Female,2014,45662.37371,No,Yes,6374.631486,No data,0,435.5133057
Depressive disorders,EGY,Female,2014,270359.0893,Yes,No,3196.861381,No data,0,158.2058106
Depressive disorders,SLV,Female,2014,19969.50328,No,Yes,3638.517658,No data,0,312.8674622
Depressive disorders,GNQ,Female,2014,3649.461981,No data,No data,16804.92493,No data,0,294.7608948
Depressive disorders,ERI,Female,2014,15732.08201,No,Yes,0,No data,0,31.54170799
Depressive disorders,EST,Female,2014,6992.120447,Yes,No,20261.06673,No data,0,1287.76123
Depressive disorders,SWZ,Female,2014,3415.486696,Yes,No,3928.522755,No data,0,285.0514221
Depressive disorders,ETH,Female,2014,234327.3509,No,Yes,557.5341484,No data,0,21.90294838
Depressive disorders,FJI,Female,2014,2279.972114,Yes,Yes,5305.064432,No data,0,178.7059937
Depressive disorders,FIN,Female,2014,29266.39232,Yes,Yes,50327.24029,No data,0,4923
Depressive disorders,FRA,Female,2014,336757.3582,No,Yes,43068.54872,No data,0,4980.814941
Depressive disorders,GAB,Female,2014,5533.510444,No data,No data,9255.368035,No data,0,234.4215241
